"","X.2","X.1","X","SSBestratioreal","Fratioreal","Year","Scenario","Misspecification","Compare_Mis","Compare_Rho","Compare_Freq","OM","Rho","Frequency","HCR"
"362",362,362,362,0.0925636442860519,2.13588450494505,2020,19,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",3
"363",363,363,363,0.122347258722938,2.53062179010989,2021,19,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",3
"364",364,364,364,0.135436465500273,2.52425618406593,2022,19,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",3
"365",365,365,365,0.154666955429684,2.64925688241758,2023,19,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",3
"366",366,366,366,0.160666990554344,2.70110553131868,2024,19,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",3
"367",367,367,367,0.181103296559357,2.48623490274725,2025,19,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",3
"368",368,368,368,0.202140567040897,2.50637298626374,2026,19,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",3
"369",369,369,369,0.251111772013321,2.21560086263736,2027,19,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",3
"370",370,370,370,0.269414688317484,2.1669314489011,2028,19,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",3
"371",371,371,371,0.338005620664104,1.95393806208791,2029,19,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",3
"372",372,372,372,0.362982719726946,1.87473602472527,2030,19,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",3
"373",373,373,373,0.439890862617366,1.84905843131868,2031,19,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",3
"374",374,374,374,0.446169768037056,1.72810368296703,2032,19,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",3
"375",375,375,375,0.486543466091197,1.77279191703297,2033,19,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",3
"376",376,376,376,0.477394016089977,1.64557310934066,2034,19,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",3
"377",377,377,377,0.526533150421876,1.53339583846154,2035,19,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",3
"378",378,378,378,0.542807286127895,1.36646787857143,2036,19,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",3
"379",379,379,379,0.609223406724375,1.05635028461538,2037,19,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",3
"380",380,380,380,0.714316495943191,0.877457927472527,2038,19,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",3
"381",381,381,381,0.0640070915817018,2.92550425961538,2019,20,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",4
"382",382,382,382,0.0632660300424971,2.37397996236264,2020,20,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",4
"383",383,383,383,0.0814886229122639,1.88622672032967,2021,20,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",4
"384",384,384,384,0.0972672000143963,1.89017825934066,2022,20,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",4
"385",385,385,385,0.11490058524235,1.39033986181319,2023,20,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",4
"386",386,386,386,0.132042584014783,1.32603253021978,2024,20,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",4
"387",387,387,387,0.154017082145278,1.34096044450549,2025,20,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",4
"388",388,388,388,0.184513402945718,1.27161008406593,2026,20,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",4
"389",389,389,389,0.235768521596737,1.25577181730769,2027,20,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",4
"390",390,390,390,0.266564648912056,1.17643145686813,2028,20,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",4
"391",391,391,391,0.338402705432333,1.31088395769231,2029,20,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",4
"392",392,392,392,0.36734799379996,1.22681646098901,2030,20,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",4
"393",393,393,393,0.450402409198261,1.41711855082418,2031,20,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",4
"394",394,394,394,0.459695086353267,1.32567382335165,2032,20,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",4
"395",395,395,395,0.525818407502166,1.65519067994506,2033,20,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",4
"396",396,396,396,0.505430696902994,1.53599296401099,2034,20,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",4
"397",397,397,397,0.593664335455475,1.74934478324176,2035,20,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",4
"398",398,398,398,0.565563516260681,1.55678286758242,2036,20,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",4
"399",399,399,399,0.661002594909974,1.27041375412088,2037,20,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",4
"400",400,400,400,0.727161094763188,1.061662275,2038,20,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",4
"401",401,401,401,0.0705736480111641,2.60774729262295,2019,21,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",1
"402",402,402,402,0.0756869713163789,1.00464819230769,2020,21,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",1
"403",403,403,403,0.112520181341574,1.11996380521978,2021,21,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",1
"404",404,404,404,0.15055291191439,1.29398768406593,2022,21,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",1
"405",405,405,405,0.180735707530763,1.68832811373626,2023,21,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",1
"406",406,406,406,0.2044034176437,2.12458043571429,2024,21,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",1
"407",407,407,407,0.216930002136332,2.68423176263736,2025,21,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",1
"408",408,408,408,0.244661727743821,2.78288081703297,2026,21,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",1
"409",409,409,409,0.276146038706827,2.78581277225275,2027,21,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",1
"410",410,410,410,0.316430210823407,2.54607390494506,2028,21,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",1
"411",411,411,411,0.350551867058949,2.4536943989011,2029,21,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",1
"412",412,412,412,0.387114352542554,2.30134305659341,2030,21,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",1
"413",413,413,413,0.424116961195591,2.20351323708791,2031,21,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",1
"414",414,414,414,0.440571817329814,2.087035875,2032,21,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",1
"415",415,415,415,0.448116702039107,2.04548735521978,2033,21,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",1
"416",416,416,416,0.445278923156705,1.97218627912088,2034,21,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",1
"417",417,417,417,0.441568837120769,1.82766665769231,2035,21,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",1
"418",418,418,418,0.463170774767146,1.67850799862637,2036,21,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",1
"419",419,419,419,0.481771078269126,1.46849734038462,2037,21,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",1
"420",420,420,420,0.53581356771696,1.22982526236264,2038,21,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",1
"421",421,421,421,0.639955593728015,0.996188803021978,2019,21,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",1
"422",422,422,422,0.0763847993637104,2.38909791277174,2019,22,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",2
"423",423,423,423,0.0839260484818488,1.17917969429348,2020,22,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",2
"424",424,424,424,0.121438030277526,1.31792939266304,2021,22,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",2
"425",425,425,425,0.156636669032525,1.49351515467033,2022,22,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",2
"426",426,426,426,0.184036982424464,1.80674446895604,2023,22,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",2
"427",427,427,427,0.20836354075456,2.16695258159341,2024,22,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",2
"428",428,428,428,0.219608687444269,2.66736869752747,2025,22,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",2
"429",429,429,429,0.254343616909162,2.66204408241758,2026,22,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",2
"430",430,430,430,0.28223962420081,2.70409786565934,2027,22,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",2
"431",431,431,431,0.333216807528195,2.57466204642857,2028,22,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",2
"432",432,432,432,0.360488268224689,2.30952305521978,2029,22,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",2
"433",433,433,433,0.415962483755266,2.30020216565934,2030,22,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",2
"434",434,434,434,0.441857869253321,2.19854430989011,2031,22,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",2
"435",435,435,435,0.449526314485604,2.08093154587912,2032,22,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",2
"436",436,436,436,0.459738656747662,2.02118695467033,2033,22,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",2
"437",437,437,437,0.463565083621675,1.9301163032967,2034,22,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",2
"438",438,438,438,0.453487856342852,1.84316872252747,2035,22,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",2
"439",439,439,439,0.471259426089966,1.69709927884615,2036,22,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",2
"440",440,440,440,0.482879232610224,1.44913320741758,2037,22,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",2
"441",441,441,441,0.535279992353297,1.25537578516484,2038,22,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",2
"442",442,442,442,0.626645624516947,1.06600161263736,2019,22,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",2
"443",443,443,443,0.082136380706637,2.20165218791209,2019,23,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",3
"444",444,444,444,0.0925499970505854,2.15133881538462,2020,23,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",3
"445",445,445,445,0.120333890488984,2.40884972802198,2021,23,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",3
"446",446,446,446,0.140907127442475,2.42740752527473,2022,23,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",3
"447",447,447,447,0.154770812461001,2.50670671813187,2023,23,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",3
"448",448,448,448,0.172015275367306,2.51050511373626,2024,23,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",3
"449",449,449,449,0.184614031768497,2.48184204725275,2025,23,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",3
"450",450,450,450,0.224603625585065,2.42008792912088,2026,23,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",3
"451",451,451,451,0.263974784417408,2.29579750879121,2027,23,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",3
"452",452,452,452,0.314322079363451,2.16244143791209,2028,23,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",3
"453",453,453,453,0.355535264771484,2.15433471758242,2029,23,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",3
"454",454,454,454,0.402121010157356,2.11084857692308,2030,23,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",3
"455",455,455,455,0.436360012504507,2.09714745659341,2031,23,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",3
"456",456,456,456,0.448977306164097,2.01970903846154,2032,23,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",3
"457",457,457,457,0.456942694497085,2.01482326978022,2033,23,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",3
"458",458,458,458,0.460810558832684,1.9617379467033,2034,23,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",3
"459",459,459,459,0.468122858438905,1.77520049505494,2035,23,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",3
"460",460,460,460,0.489209655316423,1.59627575274725,2036,23,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",3
"461",461,461,461,0.511168906976046,1.36953404010989,2037,23,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",3
"462",462,462,462,0.567356953837617,1.16351114835165,2038,23,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",3
"463",463,463,463,0.688401810478657,0.934650128571429,2019,23,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",3
"464",464,464,464,0.0657478398815329,2.84486327802198,2019,24,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",4
"465",465,465,465,0.0672360313155145,2.26069857692308,2020,24,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",4
"466",466,466,466,0.0861833850515302,1.74314741538462,2021,24,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",4
"467",467,467,467,0.10966106992096,1.45945392032967,2022,24,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",4
"468",468,468,468,0.132113262057811,1.39460070659341,2023,24,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",4
"469",469,469,469,0.156356651392661,1.43774049065934,2024,24,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",4
"470",470,470,470,0.175711261164513,1.4677812989011,2025,24,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",4
"471",471,471,471,0.2199105994634,1.47306337417582,2026,24,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",4
"472",472,472,472,0.264264929589125,1.47104780934066,2027,24,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",4
"473",473,473,473,0.32935597529941,1.5210790467033,2028,24,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",4
"474",474,474,474,0.377709038910011,1.64719126978022,2029,24,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",4
"475",475,475,475,0.443969982484849,1.81155970384615,2030,24,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",4
"476",476,476,476,0.488697459095599,1.96370685494506,2031,24,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",4
"477",477,477,477,0.513434980212965,2.12154611043956,2032,24,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",4
"478",478,478,478,0.517343579105704,2.26346174505495,2033,24,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",4
"479",479,479,479,0.514752410151576,2.32470373846154,2034,24,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",4
"480",480,480,480,0.503587371762886,2.2386596489011,2035,24,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",4
"481",481,481,481,0.503007314518233,1.95630766813187,2036,24,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",4
"482",482,482,482,0.497723314109615,1.54312620824176,2037,24,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",4
"483",483,483,483,0.547704421105068,1.19549122417582,2038,24,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",4
"484",484,484,484,0.642781223162086,0.941240784065934,2019,24,NA,NA,NA,"Two-year and annual stock assessment updates",5,"No rho-adjustment","Annual updates",4
"485",485,485,485,2.50728593040027,0.0624054930319149,2019,25,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",1
"486",486,486,486,3.38530202258053,1.01132835079787,2020,25,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",1
"487",487,487,487,2.6228054323596,0.954871561146497,2021,25,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",1
"488",488,488,488,1.88188073346545,0.949686385270701,2022,25,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",1
"489",489,489,489,1.48785744130142,0.743978207006369,2023,25,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",1
"490",490,490,490,1.44076205146029,0.748366489490446,2024,25,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",1
"491",491,491,491,1.27000337843201,0.713881820780255,2025,25,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",1
"492",492,492,492,1.38534768303132,0.710705143949044,2026,25,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",1
"493",493,493,493,1.28761640172667,0.71745197316879,2027,25,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",1
"494",494,494,494,1.35184966083615,0.711857255015924,2028,25,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",1
"495",495,495,495,1.25143464295481,0.691720962420382,2029,25,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",1
"496",496,496,496,1.24480393239195,0.692864403821656,2030,25,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",1
"497",497,497,497,1.1181097476478,0.689603575557325,2031,25,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",1
"498",498,498,498,1.12716809716521,0.695822191480892,2032,25,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",1
"499",499,499,499,1.0398203751007,0.688872301194268,2033,25,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",1
"500",500,500,500,1.01965203013547,0.686176671496815,2034,25,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",1
"501",501,501,501,0.929609531356273,0.700152013375796,2035,25,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",1
"502",502,502,502,0.962894029613034,0.69092064888535,2036,25,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",1
"503",503,503,503,1.12989380673226,0.694515139968153,2037,25,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",1
"504",504,504,504,1.15927654059156,0.690202180175159,2038,25,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",1
"505",505,505,505,2.51224391157026,0.062508253643617,2019,26,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",2
"506",506,506,506,3.39463388896487,1.02135669893617,2020,26,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",2
"507",507,507,507,2.61126612205359,0.960829609872611,2021,26,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",2
"508",508,508,508,1.8850696400363,0.959968847292993,2022,26,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",2
"509",509,509,509,1.49744732911124,0.721068894028662,2023,26,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",2
"510",510,510,510,1.50953952702811,0.71492647571656,2024,26,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",2
"511",511,511,511,1.34924898610357,0.683047240366242,2025,26,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",2
"512",512,512,512,1.42782228013517,0.674026413535032,2026,26,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",2
"513",513,513,513,1.33241920315047,0.680524049522293,2027,26,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",2
"514",514,514,514,1.35486009494985,0.678204874203822,2028,26,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",2
"515",515,515,515,1.19517199051019,0.66874332611465,2029,26,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",2
"516",516,516,516,1.17946011952426,0.666307945461783,2030,26,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",2
"517",517,517,517,1.0939071801026,0.656180503423567,2031,26,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",2
"518",518,518,518,1.11762390354353,0.655848749522293,2032,26,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",2
"519",519,519,519,1.05817130960977,0.66534855549363,2033,26,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",2
"520",520,520,520,1.05438254775478,0.660599249044586,2034,26,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",2
"521",521,521,521,0.93068778685234,0.666895414729299,2035,26,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",2
"522",522,522,522,0.921671190475476,0.664541719824841,2036,26,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",2
"523",523,523,523,1.08822174280332,0.650259996735669,2037,26,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",2
"524",524,524,524,1.11203567607989,0.649047834315287,2038,26,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",2
"525",525,525,525,2.51230085515677,0.0626381767819149,2019,27,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",3
"526",526,526,526,3.39370940315534,1.0107266481383,2020,27,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",3
"527",527,527,527,2.61443140721801,0.94885783566879,2021,27,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",3
"528",528,528,528,1.90449608949202,0.950524718073248,2022,27,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",3
"529",529,529,529,1.49497254547423,0.733697017595541,2023,27,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",3
"530",530,530,530,1.530910651831,0.739419633200637,2024,27,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",3
"531",531,531,531,1.35796182328078,0.705223051910828,2025,27,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",3
"532",532,532,532,1.47141421564237,0.703601665366242,2026,27,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",3
"533",533,533,533,1.34432789078299,0.705311418869427,2027,27,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",3
"534",534,534,534,1.36643313510009,0.707936657245223,2028,27,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",3
"535",535,535,535,1.24144818203247,0.697168773487261,2029,27,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",3
"536",536,536,536,1.22688910539267,0.693488619745223,2030,27,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",3
"537",537,537,537,1.07933951795723,0.693588678821656,2031,27,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",3
"538",538,538,538,1.05797598709989,0.694395991719745,2032,27,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",3
"539",539,539,539,0.990669650995013,0.698004322452229,2033,27,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",3
"540",540,540,540,0.968866566812406,0.704603767356688,2034,27,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",3
"541",541,541,541,0.879971584835645,0.702458939808917,2035,27,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",3
"542",542,542,542,0.865751213146269,0.69838332205414,2036,27,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",3
"543",543,543,543,1.09444585908953,0.699198588773885,2037,27,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",3
